Timestamp,Type,Client_Identifier,Question_Value,Max_Time_Allowed
2023-09-13 09:13:39,followup1+,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56007890625,9.8
2023-09-13 09:13:40,answer0,5EhvL1FVkQPpMjZX4MAADcW42i3xPSF1KiCpuaxTYVr28sux,13.643528125,9.8
2023-09-13 09:13:49,followup1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.431403125,9.8
2023-09-13 09:13:54,followup1+,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,4.025834765625,9.8
2023-09-13 09:13:55,followup0,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.2940470703125,9.8
2023-09-13 09:14:00,followup1+,5EhvL1FVkQPpMjZX4MAADcW42i3xPSF1KiCpuaxTYVr28sux,13.6436703125,9.8
2023-09-13 09:14:00,augment,5D2wzCtQWgmDyhBYESFekn6bDJf5sKiA1TRukVJBxCsvBDPU,1.348039453125,9.8
2023-09-13 09:14:16,answer0,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.2940470703125,9.8
2023-09-13 09:14:19,followup1+,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,43.353625,9.8
2023-09-13 09:14:23,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2280859375,9.8
2023-09-13 09:14:38,answer1+,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,43.354690625,9.8
2023-09-13 09:14:43,followup1+,5EpxBYq4aVgTQ1rYeBo2mzYt3hgpRTqxZTSsJEkCstBP5Jse,1.114257421875,9.8
2023-09-13 09:14:47,answer1+,5FqPJMZDp39KRd9jDhXuFpZWkYD7wG5AXmjoWqK8rDy7ok5B,4.08289296875,9.8
2023-09-13 09:14:49,augment,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.7649568359375,9.8
2023-09-13 09:14:53,answer1+,5CaCUPsSSdKWcMJbmdmJdnWVa15fJQuz5HsSGgVdZffpHAUa,1.28170673828125,9.8
2023-09-13 09:15:17,followup1+,5GjRTFAspc1j5FefP6tyKv9pehAx2EdhC6UuPVyAEzGaerkL,1.0262787109375,9.8
2023-09-13 09:15:30,answer0,5H6BgKkAr2Anmm9Xw5BVDE4VaQmFEVMkJUHeT7Gki4J7yF4x,2.8141724609375,9.8
2023-09-13 09:15:46,followup1+,5Hddm3iBFD2GLT5ik7LZnT3XJUnRnN8PoeCFgGQgawUVKNm8,20.175946875,9.8
2023-09-13 09:15:47,answer1+,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.2549435546875,9.8
2023-09-13 09:15:58,followup1+,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,43.354690625,9.8
2023-09-13 09:15:58,answer0,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56007890625,9.8
2023-09-13 09:16:00,followup1+,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,4.025834765625,9.8
2023-09-13 09:16:05,answer1+,5G1NjW9YhXLadMWajvTkfcJy6up3yH2q1YzMXDTi6ijanChe,1.7209400390625,9.8
2023-09-13 09:16:13,followup1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.4315,9.8
2023-09-13 09:16:19,followup0,5EpxBYq4aVgTQ1rYeBo2mzYt3hgpRTqxZTSsJEkCstBP5Jse,1.114257421875,9.8
2023-09-13 09:16:24,augment,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.2549435546875,9.8
2023-09-13 09:16:30,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2280859375,9.8
2023-09-13 09:16:34,answer1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.4315,9.8
2023-09-13 09:16:45,answer1+,5HNQURvmjjYhTSksi8Wfsw676b4owGwfLR2BFAQzG7H3HhYf,8.3684234375,9.8
2023-09-13 09:16:54,augment,5EhvL1FVkQPpMjZX4MAADcW42i3xPSF1KiCpuaxTYVr28sux,13.6436703125,9.8
2023-09-13 09:16:55,answer1+,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.2940470703125,9.8
2023-09-13 09:17:00,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2280859375,9.8
2023-09-13 09:17:05,answer0,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.2549435546875,9.8
2023-09-13 09:17:08,followup1+,5HNQURvmjjYhTSksi8Wfsw676b4owGwfLR2BFAQzG7H3HhYf,8.3684234375,9.8
2023-09-13 09:17:14,augment,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2280859375,9.8
2023-09-13 09:17:16,followup1+,5HEo565WAy4Dbq3Sv271SAi7syBSofyfhhwRNjFNSM2gP9M2,23.24923125,9.8
2023-09-13 09:17:25,followup1+,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.2549435546875,9.8
2023-09-13 09:17:38,followup0,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,43.354690625,9.8
2023-09-13 09:17:42,answer0,5FqPJMZDp39KRd9jDhXuFpZWkYD7wG5AXmjoWqK8rDy7ok5B,4.08289296875,9.8
2023-09-13 09:17:42,followup1+,5EpxBYq4aVgTQ1rYeBo2mzYt3hgpRTqxZTSsJEkCstBP5Jse,1.114257421875,9.8
2023-09-13 09:17:42,answer0,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2280859375,9.8
2023-09-13 09:17:43,answer1+,5G1NjW9YhXLadMWajvTkfcJy6up3yH2q1YzMXDTi6ijanChe,1.7209400390625,9.8
2023-09-13 09:17:43,answer1+,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56007890625,9.8
2023-09-13 09:17:47,answer1+,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.2549435546875,9.8
2023-09-13 09:17:58,followup1+,5ECvRLMj9jkbdM4sLuH5WvjUe87TcAdjRfUj5onN4iKqYYGm,1.6719529296875,9.8
2023-09-13 09:18:07,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.227959375,9.8
2023-09-13 09:18:10,augment,5HEo565WAy4Dbq3Sv271SAi7syBSofyfhhwRNjFNSM2gP9M2,23.24923125,9.8
2023-09-13 09:18:11,augment,5G1NjW9YhXLadMWajvTkfcJy6up3yH2q1YzMXDTi6ijanChe,1.7209400390625,9.8
2023-09-13 09:18:19,followup1+,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56007890625,9.8
2023-09-13 09:18:22,followup1+,5CaCUPsSSdKWcMJbmdmJdnWVa15fJQuz5HsSGgVdZffpHAUa,1.28170673828125,9.8
2023-09-13 09:18:43,followup1+,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,4.02579296875,9.8
2023-09-13 09:18:46,answer0,5G1NjW9YhXLadMWajvTkfcJy6up3yH2q1YzMXDTi6ijanChe,1.7209400390625,9.8
2023-09-13 09:18:47,followup0,5H9XxRFAW2KHnN94qzCGMyEs6Bi4pTiatW9LcwGmtJp42Vaq,2.1919890625,9.8
2023-09-13 09:18:49,answer0,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.2940470703125,9.8
2023-09-13 09:18:50,answer1+,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,43.354690625,9.8
2023-09-13 09:18:56,answer1+,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.2549435546875,9.8
2023-09-13 09:18:58,followup1+,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,3.551144921875,9.8
2023-09-13 09:19:08,followup0,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.142974609375,9.8
2023-09-13 09:19:12,followup1+,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.29403369140625,9.8
2023-09-13 09:19:24,augment,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.227959375,9.8
2023-09-13 09:19:25,answer1+,5G1NjW9YhXLadMWajvTkfcJy6up3yH2q1YzMXDTi6ijanChe,1.7209400390625,9.8
2023-09-13 09:19:27,augment,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56007890625,9.8
2023-09-13 09:19:33,augment,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.8744267578125,9.8
2023-09-13 09:19:47,followup1+,5G1NjW9YhXLadMWajvTkfcJy6up3yH2q1YzMXDTi6ijanChe,1.7209400390625,9.8
2023-09-13 09:19:49,followup1+,5FqPJMZDp39KRd9jDhXuFpZWkYD7wG5AXmjoWqK8rDy7ok5B,4.08285078125,9.8
2023-09-13 09:19:52,followup0,5ED6jwDECEmNvSp98R2qyEUPHDv9pi14E6n3TS8CicD6YfhL,4.69360859375,9.8
2023-09-13 09:19:59,answer0,5HNQURvmjjYhTSksi8Wfsw676b4owGwfLR2BFAQzG7H3HhYf,8.36833671875,9.8
2023-09-13 09:20:01,followup1+,5HEo565WAy4Dbq3Sv271SAi7syBSofyfhhwRNjFNSM2gP9M2,23.248990625,9.8
2023-09-13 09:20:09,augment,5ECvRLMj9jkbdM4sLuH5WvjUe87TcAdjRfUj5onN4iKqYYGm,1.6719529296875,9.8
2023-09-13 09:20:11,answer0,5ED6jwDECEmNvSp98R2qyEUPHDv9pi14E6n3TS8CicD6YfhL,4.69356015625,9.8
2023-09-13 09:20:12,answer1+,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.7649384765625,9.8
2023-09-13 09:20:14,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2280859375,9.8
2023-09-13 09:20:25,followup1+,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.142974609375,9.8
2023-09-13 09:20:29,followup0,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56007890625,9.8
2023-09-13 09:20:31,followup1+,5Hddm3iBFD2GLT5ik7LZnT3XJUnRnN8PoeCFgGQgawUVKNm8,20.175946875,9.8
2023-09-13 09:20:36,answer0,5D2wzCtQWgmDyhBYESFekn6bDJf5sKiA1TRukVJBxCsvBDPU,1.348039453125,9.8
2023-09-13 09:20:38,followup0,5ECvRLMj9jkbdM4sLuH5WvjUe87TcAdjRfUj5onN4iKqYYGm,1.6719529296875,9.8
2023-09-13 09:20:39,followup1+,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.874407421875,9.8
2023-09-13 09:20:46,answer1+,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.142974609375,9.8
2023-09-13 09:20:48,answer1+,5HNQURvmjjYhTSksi8Wfsw676b4owGwfLR2BFAQzG7H3HhYf,8.3684234375,9.8
2023-09-13 09:21:05,answer1+,5EpxBYq4aVgTQ1rYeBo2mzYt3hgpRTqxZTSsJEkCstBP5Jse,1.114257421875,9.8
2023-09-13 09:21:11,followup1+,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.142974609375,9.8
2023-09-13 09:21:17,answer1+,5D2wzCtQWgmDyhBYESFekn6bDJf5sKiA1TRukVJBxCsvBDPU,1.348039453125,9.8
2023-09-13 09:21:25,answer0,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.2549435546875,9.8
2023-09-13 09:21:33,followup1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.4315,9.8
2023-09-13 09:21:34,augment,5GjRTFAspc1j5FefP6tyKv9pehAx2EdhC6UuPVyAEzGaerkL,1.0262787109375,9.8
2023-09-13 09:21:34,answer1+,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56007890625,9.8
2023-09-13 09:21:35,followup1+,5Hddm3iBFD2GLT5ik7LZnT3XJUnRnN8PoeCFgGQgawUVKNm8,20.175946875,9.8
2023-09-13 09:21:37,augment,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,4.025834765625,9.8
2023-09-13 09:21:54,followup1+,5ED6jwDECEmNvSp98R2qyEUPHDv9pi14E6n3TS8CicD6YfhL,4.69360859375,9.8
2023-09-13 09:21:55,answer1+,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.7649568359375,9.8
2023-09-13 09:21:55,followup0,5GjRTFAspc1j5FefP6tyKv9pehAx2EdhC6UuPVyAEzGaerkL,1.0262787109375,9.8
2023-09-13 09:21:56,answer1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.431403125,9.8
2023-09-13 09:21:58,answer1+,5HeKSHGdsRCwVgyrHchijnZJnq4wiv6GqoDLNah8R5WMfnLB,2.8156076171875,9.8
2023-09-13 09:22:11,answer1+,5Hddm3iBFD2GLT5ik7LZnT3XJUnRnN8PoeCFgGQgawUVKNm8,20.175946875,9.8
2023-09-13 09:22:11,answer1+,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.2549435546875,9.8
2023-09-13 09:22:14,augment,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.142974609375,9.8
2023-09-13 09:22:22,followup0,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,43.354690625,9.8
2023-09-13 09:22:24,augment,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.7649568359375,9.8
2023-09-13 09:22:24,augment,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.4315,9.8
2023-09-13 09:22:26,followup0,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,3.551144921875,9.8
2023-09-13 09:22:30,answer0,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,4.02579296875,9.8
2023-09-13 09:22:46,answer1+,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56007890625,9.8
2023-09-13 09:22:46,followup1+,5H9XxRFAW2KHnN94qzCGMyEs6Bi4pTiatW9LcwGmtJp42Vaq,2.192013671875,9.8
2023-09-13 09:22:56,followup1+,5G1NjW9YhXLadMWajvTkfcJy6up3yH2q1YzMXDTi6ijanChe,1.7209400390625,9.8
2023-09-13 09:23:00,followup1+,5FqPJMZDp39KRd9jDhXuFpZWkYD7wG5AXmjoWqK8rDy7ok5B,4.08289296875,9.8
2023-09-13 09:23:04,followup1+,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.2940470703125,9.8
2023-09-13 09:23:04,answer1+,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.2549435546875,9.8
2023-09-13 09:23:11,followup1+,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.142974609375,9.8
2023-09-13 09:23:12,augment,5H6BgKkAr2Anmm9Xw5BVDE4VaQmFEVMkJUHeT7Gki4J7yF4x,2.8142015625,9.8
2023-09-13 09:23:12,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2280859375,9.8
2023-09-13 09:23:29,augment,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2280859375,9.8
2023-09-13 09:23:31,answer1+,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.142974609375,9.8
2023-09-13 09:23:36,answer0,5HeKSHGdsRCwVgyrHchijnZJnq4wiv6GqoDLNah8R5WMfnLB,2.8156076171875,9.8
2023-09-13 09:23:40,answer1+,5GjRTFAspc1j5FefP6tyKv9pehAx2EdhC6UuPVyAEzGaerkL,1.0262787109375,9.8
2023-09-13 09:23:51,followup1+,5FqPJMZDp39KRd9jDhXuFpZWkYD7wG5AXmjoWqK8rDy7ok5B,4.08289296875,9.8
2023-09-13 09:24:19,answer1+,5HeKSHGdsRCwVgyrHchijnZJnq4wiv6GqoDLNah8R5WMfnLB,2.8156076171875,9.8
2023-09-13 09:24:22,answer1+,5HEo565WAy4Dbq3Sv271SAi7syBSofyfhhwRNjFNSM2gP9M2,23.24923125,9.8
2023-09-13 09:24:32,answer1+,5H9XxRFAW2KHnN94qzCGMyEs6Bi4pTiatW9LcwGmtJp42Vaq,2.192013671875,9.8
2023-09-13 09:24:33,followup1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2280859375,9.8
2023-09-13 09:24:34,answer0,5D2wzCtQWgmDyhBYESFekn6bDJf5sKiA1TRukVJBxCsvBDPU,1.348039453125,9.8
2023-09-13 09:24:35,answer0,5H6BgKkAr2Anmm9Xw5BVDE4VaQmFEVMkJUHeT7Gki4J7yF4x,2.8142015625,9.8
2023-09-13 09:24:38,followup0,5EhvL1FVkQPpMjZX4MAADcW42i3xPSF1KiCpuaxTYVr28sux,13.6436703125,9.8
2023-09-13 09:24:39,followup1+,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,43.354690625,9.8
2023-09-13 09:24:43,followup0,5CaCUPsSSdKWcMJbmdmJdnWVa15fJQuz5HsSGgVdZffpHAUa,1.28170673828125,9.8
2023-09-13 09:24:43,followup1+,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.2940470703125,9.8
2023-09-13 09:24:47,answer1+,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,3.551144921875,9.8
2023-09-13 09:24:48,augment,5FqPJMZDp39KRd9jDhXuFpZWkYD7wG5AXmjoWqK8rDy7ok5B,4.08289296875,9.8
2023-09-13 09:24:50,answer0,5ED6jwDECEmNvSp98R2qyEUPHDv9pi14E6n3TS8CicD6YfhL,4.69360859375,9.8
2023-09-13 09:24:55,answer1+,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.142974609375,9.8
2023-09-13 09:24:57,followup0,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56007890625,9.8
2023-09-13 09:24:59,followup1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2280859375,9.8
2023-09-13 09:25:12,answer1+,5EpxBYq4aVgTQ1rYeBo2mzYt3hgpRTqxZTSsJEkCstBP5Jse,1.114257421875,9.8
2023-09-13 09:25:15,followup1+,5EhvL1FVkQPpMjZX4MAADcW42i3xPSF1KiCpuaxTYVr28sux,13.6436703125,9.8
2023-09-13 09:25:17,answer1+,5D2wzCtQWgmDyhBYESFekn6bDJf5sKiA1TRukVJBxCsvBDPU,1.348039453125,9.8
